ITEM_ID	SCREEN_ID	ITEM_CD	DICT_ID	ITEM_TYPE	VISIBLE	EDITABLE	TEXT_ALIGN	NECESSARY	DISPLAY_REQUIRED
1674	285	excelOutput	719		1	1		0	1
1675	285	copy	1558		1	1		0	1
1676	286	copyTitle	1558		1	1		0	1
1677	286	register	710		1	1		0	1
1678	286	close	733		1	1		0	1
1679	286	roleCd	1069		1	1		1	1
1680	286	roleNm	341		1	1		1	1
1681	287	screenCd	1062		1	0		1	1
1682	287	grid	1930		1	1		1	1
1683	287	search	731		1	1		1	1
1684	287	body	120	grid	1	1		0	1
1685	287	addRow	708		1	1		0	1
1686	287	removeRow	709		1	1		0	1
1687	287	update	710		1	1		0	1
1688	288	roleCd	1061		1	1		1	1
1689	288	screenCd	1062		1	1		1	1
1690	288	itemCd	1930		1	1		1	1
1691	288	search	731		1	1		0	1
1692	288	screenColRoleEdit	121	grid	1	1		0	1
1693	288	register	710		1	1		0	1
1694	289	screenCd	307		1	1		1	1
1695	289	screenNm	1076		1	1		1	1
1696	289	systemType	200		1	1		1	1
1697	289	body	123	grid	1	1		0	1
1698	289	addRow	708		1	1		0	1
1699	289	removeRow	709		1	1		0	1
1700	289	register	710		1	1		0	1
1701	290	roleCd	1061		1	0		1	1
1702	290	screenCd	1062		1	1		1	1
1703	290	search	731		1	1		0	1
1704	290	screenItemRoleList	124	grid	1	1		0	1
1705	290	register	710		1	1		0	1
1706	291	screenCd	307		1	1		0	1
1707	291	screenNm	1076		1	1		0	1
1708	291	systemType	200		1	1		0	1
1709	291	search	731		1	1		0	1
1710	291	screenList	122	grid	1	1		0	1
1711	291	register	691		1	1		0	1
1712	291	update	692		1	1		0	1
1713	291	delete	805		1	1		0	1
1714	291	gridUpdate	1081		1	1		0	1
1715	291	copy	1558		1	1		0	1
1716	292	copyTitle	1558		1	1		0	1
1717	292	register	710		1	1		0	1
1718	292	close	733		1	1		0	1
1719	292	screenCd	307		1	1		1	1
1720	292	screenNm	1076		1	1		1	1
1721	293	roleCd	1069		1	1		1	1
1722	293	roleNm	341		1	1		1	1
1723	293	screenRoleList	131	grid	1	1		0	1
1724	293	register	710		1	1		0	1
1725	294	systemNm	201		1	1		1	1
1726	294	password	90		1	1		0	1
1727	294	update	692		1	1		0	1
1728	295	terminalCd	155		1	0		0	1
1729	295	terminalNm	69		1	0		0	1
1730	295	unsetOnly	2103		1	1		0	1
1731	295	terminalSettingGrid	154	grid	1	1		0	1
1732	295	release	1463		1	1		0	1
1733	295	register	710		1	1		0	1
1734	295	close	733		1	1		0	1
1735	296	reportNm	525		1	0		0	1
1736	296	reportLayoutNm	524		1	0		0	1
1737	296	attribute1	73		1	0		0	1
1738	296	attribute2	74		1	0		0	1
1739	296	attribute3	75		1	0		0	1
1740	296	attribute4	76		1	0		0	1
1741	296	attribute5	77		1	0		0	1
1742	296	printerGroupId	70		1	1		0	1
1743	296	printerId	234		1	1		0	1
1744	296	printerAttributeId	220		1	1		0	1
1745	296	close	733		1	1		0	1
1746	296	update	710		1	1		0	1
1747	297	userAutoPrintSettingListGrid	93	grid	1	1		0	1
1748	297	close	733		1	1		0	1
1749	297	update	692		1	1		0	1
1750	298	userCd	247		1	1		0	1
1751	298	userNm	252		1	1		0	1
1752	298	cultureList	1010		1	1		0	1
1753	298	roleGrpList	1020		1	1		0	1
1754	298	search	731		1	1		0	1
1755	298	excelOutput	719		1	1		0	1
1756	298	userList	117	grid	1	1		0	1
1757	298	update	692		1	1		0	1
1758	298	delFlg	805		1	1		0	1
1759	298	pwdMgt	39		1	1		0	1
1760	298	register	691		1	1		0	1
1761	298	copy	1558		1	1		0	1
1762	299	userCdNow	247		1	0		0	1
1763	299	userNmNow	252		1	0		0	1
1764	299	cultureListNow	1010		1	0		0	1
1765	299	roleGrpListNow	1020		1	0		0	1
1766	299	delFlgNow	805		1	0		0	1
1767	299	userEditTabTitle	46		1	0		0	1
1768	299	liteLoginPwdMgtTabTitle	35		1	0		0	1
1769	300	userCdNew	247		1	1		1	1
1770	300	userNmNew	252		1	1		1	1
1771	300	cultureListNew	1010		1	1		1	1
1772	300	roleGrpListNew	1020		1	1		1	1
1773	300	registerCopy	710		1	1		0	1
1774	300	liteLoginPwdMgtTabTitle	35		1	0		0	1
1775	301	userCdNew	247		1	1		1	1
1776	301	userNmNew	252		1	1		1	1
1777	301	cultureListNew	1010		1	1		1	1
1778	301	roleGrpListNew	1020		1	1		1	1
1779	301	registerNew	710		1	1		1	1
1780	302	registerUpd	710		1	1		1	1
1781	302	userCdUpd	247		1	0		1	1
1782	302	userNmUpd	252		1	1		1	1
1783	302	cultureListUpd	1010		1	1		1	1
1784	302	roleGrpListUpd	1020		1	1		1	1
