SCREEN_ID	SCREEN_CD	DICT_ID	SYSTEM_TYPE
202	ShippingPickingStoreLabelNoHT	2768	wms_ht
203	ShippingPickingWorkNoHT	2767	wms_ht
204	ShippingPlaceIncomingInspectionDetailBarcode	3380	wms_ht
205	ShippingWorkCommentHT	1120	wms_ht
206	SingleRowShippingNoPackingBoxHT	3222	wms_ht
207	SingleRowShippingNoPackingHT	3209	wms_ht
208	SingleRowShippingNoPackingInstNumSelectHT	3221	wms_ht
209	SingleRowShippingNoPackingJanCdHT	3223	wms_ht
210	SingleRowShippingNoPackingNoHT	3219	wms_ht
211	SingleRowShippingNoPackingProductHT	3220	wms_ht
212	SingleRowShippingNoPackingWorkMessageHT	1120	wms_ht
213	SortingInspectionPalletDtFractionBarcode	3379	wms_ht
214	SortingPlaceCartonAssortSymbolBarcode	3378	wms_ht
215	SortingPlaceIncomingInspectionListBarcode	3377	wms_ht
216	StockMoveInCancelHT	2699	wms_ht
217	StockMoveInHT	3387	wms_ht
218	StockMoveInJanCdHT	2774	wms_ht
219	StockMoveInLabelNoHT	2775	wms_ht
220	StockMoveInLineSelectPosition	3389	wms_ht
