CLASS_DTL_ID	CLASS_ID	CLASS_DTL_CD	DICT_ID	VIEW_ORDER	DEFAULT_FLG
261	89	01	1856	2	0
262	89	02	1857	3	0
263	89	99	1858	4	0
264	90	0	2059	1	0
265	90	1	2060	2	0
266	91	0	2071	1	0
267	91	1	2072	2	0
268	92	0	1931	1	0
269	92	1	600	2	0
270	93	0	1819	1	0
271	93	1	2073	2	0
272	94	0	1818	1	0
273	94	1	1819	2	0
274	95	0	1819	1	0
275	95	1	919	2	0
276	96	0	1813	1	0
277	96	1	2043	2	0
278	97	0	1955	1	0
279	97	1	1956	2	0
280	98	0	1813	1	0
281	98	1	2043	2	0
282	99	0	1755	1	0
283	99	1	1754	2	0
284	100	0	1984	1	0
285	100	1	1985	2	0
286	101	0	2054	1	0
287	101	1	2055	2	0
288	102	0	2056	1	0
289	102	1	2057	2	0
290	103	0	1814	1	0
291	103	1	1815	2	0
292	104	10	1767	1	0
293	104	15	1768	2	0
294	104	20	1769	3	0
295	104	25	1770	4	0
296	104	30	1771	5	0
297	104	35	1772	6	0
298	104	40	1773	7	0
299	104	45	1774	8	0
