メッセージマスタ	メッセージマスタ	メッセージマスタ	メッセージマスタ	メッセージマスタ	メッセージマスタ	HTメッセージマスタ	メッセージマスタ	メッセージマスタ	メッセージマスタ	HTメッセージマスタ	メッセージマスタ	メッセージマスタ	メッセージマスタ	HTメッセージマスタ
dataCheckClientShippingNoUnmatchDelivDtError	error	wms	ja-JP	同一顧客出荷指示No.、納品先CD内で納品指定日が不一致です。	同一顧客出荷指示No.内で不一致									
dataCheckClientShippingNoUnmatchDelivPlanDtError	error	wms	ja-JP	同一顧客出荷指示No.、納品先CD内で納品予定日が不一致です。	同一顧客出荷指示No.内で不一致									
dataCheckClientShippingNoUnmatchDelivTelNoError	error	wms	ja-JP	同一顧客出荷指示No.、納品先CD内で届先電話番号が不一致です。	同一顧客出荷指示No.内で不一致									
dataCheckClientShippingNoUnmatchDelivTzError	error	wms	ja-JP	同一顧客出荷指示No.、納品先CD内で納品時間帯が不一致です。	同一顧客出荷指示No.内で不一致									
dataCheckClientShippingNoUnmatchDelivZipCdError	error	wms	ja-JP	同一顧客出荷指示No.、納品先CD内で届先郵便番号が不一致です。	同一顧客出荷指示No.内で不一致									
dataCheckClientShippingNoUnmatchDeliveryCourseError	error	wms	ja-JP	同一顧客出荷指示No.、納品先CD内で配送コースが不一致です。	同一顧客出荷指示No.内で不一致									
dataCheckClientShippingNoUnmatchEmergencyFlgError	error	wms	ja-JP	同一顧客出荷指示No.、納品先CD内で緊急フラグが不一致です。	同一顧客出荷指示No.内で不一致									
dataCheckClientShippingNoUnmatchPickingWorkMessageError	error	wms	ja-JP	同一顧客出荷指示No.、納品先CD内で出庫作業メッセージが不一致です。	同一顧客出荷指示No.内で不一致									
dataCheckClientShippingNoUnmatchProcessTypeError	error	wms	ja-JP	同一顧客出荷指示No.、納品先CD内で処理区分が不一致です。	同一顧客出荷指示No.内で不一致									
dataCheckClientShippingNoUnmatchShippingDtError	error	wms	ja-JP	同一顧客出荷指示No.、納品先CD内で出荷日が不一致です。	同一顧客出荷指示No.内で不一致									
dataCheckClientShippingNoUnmatchTotalPriceError	error	wms	ja-JP	同一顧客出荷指示No.、納品先CD内で合計金額が不一致です。	同一顧客出荷指示No.内で不一致									
dataCheckClientShippingNoUnmatchTotalTaxError	error	wms	ja-JP	同一顧客出荷指示No.、納品先CD内で合計消費税が不一致です。	同一顧客出荷指示No.内で不一致									
dataCheckClientShippingNoUnmatchWorkDtError	error	wms	ja-JP	同一顧客出荷指示No.、納品先CD内で作業日が不一致です。	同一顧客出荷指示No.内で不一致									
dataCompletedCannotSelectError	error	wms	ja-JP	完納のデータが含まれています。	選択不可									
dataDeleteDailyProcessInformation	info	wms	ja-JP	[0]データ 削除 件数：[1]件	削除情報									
dataDuplicateError	error	wms	ja-JP	重複データが含まれています。	重複									
dataInputRegisterInformation	info	wms	ja-JP	総件数：[0]件 正常件数：[1]件 エラー件数：[2]件	登録情報									
dataInputTypeNotFoundError	error	wms	ja-JP	初期データ取込種別マスタに存在しません。	未存在									
dataPluralFoundError	error	wms	ja-JP	該当データが複数存在しています、処理できません。	複数存在									
dataRegisterDailyProcessInformation	info	wms	ja-JP	[0]データ 追加 件数：[1]件	登録情報									
dataUpdateDailyProcessInformation	info	wms	ja-JP	[0]データ 更新 件数：[1]件	更新情報									
dateBeforeCannotChangeError	error	wms	ja-JP	前日以前の日付には変更できません。	前日以前の日付変更不可									
dateCannotChangeSameDocumentNumberError	error	wms	ja-JP	日付は伝票番号単位で変更して下さい。(運送業者もしくは、銘柄CDを検索条件から外して下さい。)	伝票番号単位									
dateCannotInputBeforeDateError	error	wms	ja-JP	前日以前の日付を入力する事は出来ません。	前日以前の日付入力不可									
dateInputError	error	wms	ja-JP	入力した日付が不正です。	入力内容不正									
dateUpdateCondition	info	wms	ja-JP	日付一括変更	日付一括変更									
delFlgNotFoundError	error	wms	ja-JP	削除フラグが存在しません。	未存在									
delFlgNotInputError	error	wms	ja-JP	削除フラグを入力して下さい。	未入力									
deleteRowMultipleConfirmation	confirm	wms	ja-JP	複数行選択しています。選択した行を削除しますか？	削除確認									
deletedCannotChangeError	error	wms	ja-JP	削除済の為、修正出来ません。	削除済変更不可									
deletedCannotDeleteError	error	wms	ja-JP	削除済の為、削除出来ません。	削除不可									
deletedCannotExecuteError	error	wms	ja-JP	削除済の為、処理できません。	処理									
deletedDataCannotOutputError	error	wms	ja-JP	削除済のデータが含まれている為、発行はできません。	出力不可									
delivAddress1CheckInputMaxError	error	wms	ja-JP	届先住所1は最大50文字以下を入力して下さい。	最大50文字以下									
delivAddress2CheckInputMaxError	error	wms	ja-JP	届先住所2は最大50文字以下を入力して下さい。	最大50文字以下									
delivAddress3CheckInputMaxError	error	wms	ja-JP	届先住所3は最大50文字以下を入力して下さい。	最大50文字以下									
delivAddressNoInputError	error	wms	ja-JP	届先住所を入力して下さい。	必須									
delivAddressSupplyCheckInputMaxError	error	wms	ja-JP	届先住所補足は最大50文字以下を入力して下さい。	最大50文字以下									
delivCustomerCdCheckAlphabetAndNumericAndHyphenOnlyError	error	wms	ja-JP	届先CD 英数字と-のみ	英数字と-のみ									
delivCustomerCdCheckInputMaxError	error	wms	ja-JP	届先CDは最大10文字以下を入力して下さい。	最大10文字以下									
delivCustomerCdNotFoundError	error	wms	ja-JP	届先CDは取引先マスタに存在しません。	未存在									
delivCustomerCdNotInputError	error	wms	ja-JP	届先CDを入力して下さい。	未入力									
delivCustomerNmCheckInputMaxError	error	wms	ja-JP	届先名称は最大50文字以下を入力して下さい。	最大50文字以下									
delivDateCannotChangeBeforeShipDateError	error	wms	ja-JP	納品指定日は出荷日より前の日付に変更できません。	出荷日より前の日付変更不可									
delivDateCannotChangeBeforeWorkDateError	error	wms	ja-JP	納品指定日は作業日より前の日付に変更できません。	作業日より前の日付変更不可									
delivDtDateError	error	wms	ja-JP	納品指定日が日付不正(形式:yyyy/MM/dd)	日付不正(形式:yyyy/MM/dd)									
delivPlanDateCannotChangeBeforeShipDateError	error	wms	ja-JP	納品予定日は出荷日より前の日付に変更できません。	出荷日より前の日付変更不可									
delivPlanDateCannotChangeBeforeWorkDateError	error	wms	ja-JP	納品予定日は作業日より前の日付に変更できません。	作業日より前の日付変更不可									
delivPlanDtDateError	error	wms	ja-JP	納品予定日が日付不正(形式:yyyy/MM/dd)	日付不正(形式:yyyy/MM/dd)									
delivTelNoCheckInputMaxError	error	wms	ja-JP	届先電話番号は最大15文字以下を入力して下さい。	最大15文字以下									
delivTelNoCheckNumericAndHyphenOnlyError	error	wms	ja-JP	届先電話番号 数字と-のみ	数字と-のみ									
delivTzNotFoundError	error	wms	ja-JP	納品時間帯CDが存在しません。	未存在									
delivZipCdCheckInputMaxError	error	wms	ja-JP	届先郵便番号は最大7文字以下を入力して下さい。	最大7文字以下									
delivZipCdCheckNumericOnlyError	error	wms	ja-JP	届先郵便番号 数値のみ	数値のみ									
deliveryCourseCannotSelectDifferentShipStatusError	error	wms	ja-JP	出荷状況が複数存在しています。出庫指示一覧にて処理を進めて下さい。	選択不可									
deliveryCourseCdCheckAlphabetAndNumericAndHyphenOnlyError	error	wms	ja-JP	配送コースCD 英数字と-のみ	英数字と-のみ									
deliveryCourseCdCheckInputMaxError	error	wms	ja-JP	配送コースCDは最大5文字以下を入力して下さい。	最大5文字以下									
deliveryCourseCdNotFoundError	error	wms	ja-JP	配送コースCDが配送コースマスタに存在しません。	未存在									
deliveryCourseCdNotInputError	error	wms	ja-JP	配送コースCDを入力して下さい。	未入力									
deliveryCourseChangeStartError	error	wms	ja-JP	出荷確定済の出荷指示に対して、配送コースは変更できません。	出荷確定済の出荷指示									
deliveryCourseCodeDuplicateError	error	wms	ja-JP	配送コースCDが重複しています。	重複									
deliveryCourseNotFoundError	error	wms	ja-JP	配送コースマスタに存在しません。	未存在									
deliveryCourseNotFoundInCourseMasterError	error	wms	ja-JP	入力された配送コースが配送コースマスタに存在しません。	未存在									
deliveryCourseUpdateCondition	info	wms	ja-JP	配送コース一括変更	配送コース一括変更									
deliveryFlgNotFoundError	error	wms	ja-JP	納品先フラグが存在しません。	未存在									
deliveryFlgNotInputError	error	wms	ja-JP	納品先フラグを入力して下さい。	未入力									
deliveryOrderCheckInputDecimalError	error	wms	ja-JP	配送順に小数は入力できません。	小数不可									
deliveryOrderCheckInputIntegerError	error	wms	ja-JP	配送順は整数5桁以内を入力して下さい。	整数5桁以内									
deliveryOrderCheckNumericOnlyError	error	wms	ja-JP	配送順 数値のみ	数値のみ									
deliveryOrderInputRequestMinIsOneError	error	wms	ja-JP	配送順は最小1以上を入力して下さい。	最小1以上									
deliveryReadTimeInputRequestMinIsOneError	error	wms	ja-JP	配送リードタイムは最小1以上を入力して下さい。	最小1以上									
deliveryReadtimeCheckInputDecimalError	error	wms	ja-JP	配送リードタイムに小数は入力できません。	小数不可									
deliveryReadtimeCheckInputIntegerError	error	wms	ja-JP	配送リードタイムは整数5桁以内を入力して下さい。	整数5桁以内									
deliveryReadtimeCheckNumericOnlyError	error	wms	ja-JP	配送リードタイム 数値のみ	数値のみ									
deliveryToCenterFlagNotFoundError	error	wms	ja-JP	拠点納品フラグが存在しません。	未存在									
depositAndLocationCannotExecuteDifferenceError	error	wms	ja-JP	親銘柄と構成品には同じ預託・在庫区分を指示してください。										
depositCdNotFoundError	error	wms	ja-JP	預託CDは取引先マスタに存在しません。	未存在									
depositClientNotSelectError	error	wms	ja-JP	選択した預託の荷主が選択されていません。		選択した預託の荷主が選択されていません。								
depositCodeCheckAlphabetAndNumericAndHyphenOnlyError	error	wms	ja-JP	預託CD 英数字と-のみ	英数字と-のみ									
depositCodeCheckInputMaxError	error	wms	ja-JP	預託CDは最大[0]文字以下を入力して下さい。	最大[0]文字以下									
depositFlgNotFoundError	error	wms	ja-JP	預託先フラグが存在しません。	未存在									
depositFlgNotInputError	error	wms	ja-JP	預託先フラグを入力して下さい。	未入力									
depositStockClassNotFoundError	error	wms	ja-JP	取引先マスタに預託が存在しません。	未存在									
depositStockClassUnmatchError	error	wms	ja-JP	同一伝票の明細データの預託在庫区分が不一致です。	不一致									
